state,year,households,living_quarters,households_per_living_quarter,living_quarters_per_household,log_households
w.p. kuala lumpur,2014,495200,507900,0.9749950777712149,1.0256462035541196,13.112719019736591
w.p. kuala lumpur,2015,507200,515200,0.984472049689441,1.0157728706624605,13.136662653712042
w.p. kuala lumpur,2016,519000,522500,0.9933014354066986,1.0067437379576107,13.159661088928443
w.p. kuala lumpur,2017,530600,529700,1.0016990749480839,0.998303807010931,13.181765605342877
w.p. kuala lumpur,2018,541800,536700,1.009502515371716,0.9905869324473976,13.20265405433095
w.p. kuala lumpur,2019,552700,543500,1.0169273229070837,0.9833544418310114,13.222572447119518
w.p. kuala lumpur,2020,573529,634639,0.903709037736414,1.1065508457288122,13.259565524558313
w.p. kuala lumpur,2021,591500,653900,0.904572564612326,1.1054945054945056,13.290418653016225
w.p. kuala lumpur,2022,609800,673500,0.9054194506310319,1.1044604788455232,13.320887953416875
w.p. kuala lumpur,2023,628300,693400,0.9061147966541678,1.1036129237625338,13.350774629986143
w.p. kuala lumpur,2024,647100,713500,0.906937631394534,1.1026116519857827,13.380257666400368
w.p. labuan,1991,10787,11292,0.9552780729720156,1.0468156113840734,9.28618968425962
w.p. labuan,2000,14347,16382,0.8757782932486876,1.1418414999651496,9.571365838652174
w.p. labuan,2010,18800,20200,0.9306930693069307,1.074468085106383,9.841665338892785
w.p. labuan,2011,19600,20700,0.9468599033816425,1.0561224489795917,9.883335864325275
w.p. labuan,2012,20300,21100,0.9620853080568721,1.0394088669950738,9.918425424900335
w.p. labuan,2013,21200,21500,0.986046511627907,1.0141509433962264,9.961803629358965
w.p. labuan,2014,22000,21900,1.004566210045662,0.9954545454545455,9.99884318585288
w.p. labuan,2015,22800,22200,1.027027027027027,0.9736842105263158,10.034559673629849
w.p. labuan,2016,23600,22600,1.0442477876106195,0.9576271186440678,10.069044362997353
w.p. labuan,2017,24400,23000,1.0608695652173914,0.9426229508196722,10.102379394048045
w.p. labuan,2018,25200,23400,1.0769230769230769,0.9285714285714286,10.134638955251866
w.p. labuan,2019,26000,23800,1.0924369747899159,0.9153846153846154,10.165890277802454
w.p. labuan,2020,23961,22879,1.0472922767603479,0.9548432870080548,10.084224521199845
w.p. labuan,2021,24600,23200,1.0603448275862069,0.943089430894309,10.110542371500753
w.p. labuan,2022,25300,23600,1.0720338983050848,0.932806324110672,10.138599199626192
w.p. labuan,2023,26000,23900,1.0878661087866108,0.9192307692307692,10.165890277802454
w.p. labuan,2024,26700,24300,1.0987654320987654,0.9101123595505618,10.192456296870509
w.p. putrajaya,2010,20700,24900,0.8313253012048193,1.2028985507246377,9.937937287265354
w.p. putrajaya,2011,22200,26700,0.8314606741573034,1.2027027027027026,10.007892611890918
w.p. putrajaya,2012,23600,28300,0.833922261484099,1.1991525423728813,10.069044362997353
w.p. putrajaya,2013,25000,29900,0.8361204013377926,1.196,10.12667110305036
w.p. putrajaya,2014,26300,31600,0.8322784810126582,1.2015209125475286,10.177362240256695
w.p. putrajaya,2015,27500,33200,0.8283132530120482,1.2072727272727273,10.221977646629885
w.p. putrajaya,2016,28900,34700,0.8328530259365994,1.2006920415224913,10.27163147557801
w.p. putrajaya,2017,30300,36300,0.8347107438016529,1.198019801980198,10.318935994253193
w.p. putrajaya,2018,32000,37800,0.8465608465608465,1.18125,10.373522431293592
w.p. putrajaya,2019,33700,39300,0.8575063613231552,1.1661721068249258,10.425282789490705
w.p. putrajaya,2020,29699,38056,0.7804025646415809,1.2813899457894204,10.298902324790792
w.p. putrajaya,2021,30900,39700,0.7783375314861462,1.284789644012945,10.33854382482173
w.p. putrajaya,2022,32200,41400,0.7777777777777778,1.2857142857142858,10.379752786950895
w.p. putrajaya,2023,33500,43200,0.7754629629629629,1.2895522388059701,10.419330568113901
w.p. putrajaya,2024,34800,44900,0.7750556792873051,1.2902298850574712,10.457401400981889
