state,stage,sex,year,schools_total,students_total,teachers_total,students_per_teacher,students_per_school,teachers_per_school,schools_growth_1y,students_growth_1y,teachers_growth_1y
melaka,primary,male,2018,237,42159,1930,21.8440414507772,177.8860759493671,8.143459915611814,0.0,0.014144475716244498,0.026595744680851064
melaka,primary,male,2019,238,42824,1901,22.527091004734352,179.9327731092437,7.987394957983193,0.004219409282700422,0.01577361891885481,-0.015025906735751295
melaka,primary,male,2020,238,43080,1955,22.035805626598467,181.00840336134453,8.214285714285714,0.0,0.005977956286194657,0.028406102051551814
melaka,primary,male,2021,238,43955,1950,22.54102564102564,184.68487394957984,8.193277310924369,0.0,0.02031104921077066,-0.0025575447570332483
melaka,primary,male,2022,238,44411,1990,22.317085427135677,186.60084033613447,8.361344537815127,0.0,0.010374246388351724,0.020512820512820513
melaka,secondary_lower,female,2017,77,34483,4339,7.947222862410694,447.83116883116884,56.35064935064935,,,
melaka,secondary_lower,female,2018,77,31069,4410,7.045124716553288,403.4935064935065,57.27272727272727,0.0,-0.09900530696285126,0.0163632173311823
melaka,secondary_lower,female,2019,77,30612,4400,6.957272727272727,397.5584415584416,57.142857142857146,0.0,-0.014709195661270076,-0.0022675736961451248
melaka,secondary_lower,female,2020,77,30528,4396,6.94449499545041,396.46753246753246,57.09090909090909,0.0,-0.0027440219521756176,-0.0009090909090909091
melaka,secondary_lower,female,2021,77,30982,4304,7.198420074349443,402.3636363636364,55.896103896103895,0.0,0.014871593291404613,-0.020928116469517744
melaka,secondary_lower,female,2022,78,30906,4439,6.962378914169858,396.2307692307692,56.91025641025641,0.012987012987012988,-0.002453037247433994,0.03136617100371747
melaka,secondary_lower,male,2017,77,33760,1837,18.377789874795862,438.4415584415584,23.857142857142858,,,
melaka,secondary_lower,male,2018,77,31114,1791,17.372417643774426,404.0779220779221,23.25974025974026,0.0,-0.07837677725118483,-0.025040827436037017
melaka,secondary_lower,male,2019,77,30645,1768,17.33314479638009,397.987012987013,22.961038961038962,0.0,-0.015073600308542778,-0.012841987716359575
melaka,secondary_lower,male,2020,77,30851,1735,17.78155619596542,400.6623376623377,22.532467532467532,0.0,0.006722140642845488,-0.018665158371040724
melaka,secondary_lower,male,2021,77,31349,1663,18.850871918220083,407.12987012987014,21.5974025974026,0.0,0.016142102362970406,-0.0414985590778098
melaka,secondary_lower,male,2022,78,31479,1654,19.03204353083434,403.5769230769231,21.205128205128204,0.012987012987012988,0.0041468627388433444,-0.005411906193625977
